,Starters,Date,MP_x,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP_y,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
5,Thabo Sefolosha,2016-11-28,25:34,3,8,.375,0,0,,3,4,.750,0,5,5,2,2,1,1,3,9,-7,25:34,.461,.375,.000,.500,0.0,21.3,10.2,12.4,3.7,3.8,9.3,17.2,98,99
6,Mike Muscala,2016-11-28,20:27,4,5,.800,1,2,.500,0,1,.000,2,2,4,1,1,0,1,2,9,-9,20:27,.827,.900,.400,.200,9.8,10.7,10.2,8.8,2.3,0.0,15.5,12.9,137,107
7,Malcolm Delaney,2016-11-28,15:00,3,5,.600,1,2,.500,2,2,1.000,0,1,1,4,0,0,0,1,9,-7,15:00,.765,.700,.400,.400,0.0,7.3,3.5,48.5,0.0,0.0,0.0,16.1,174,113
8,Tim Hardaway,2016-11-28,14:16,3,8,.375,1,6,.167,3,4,.750,0,1,1,0,1,0,0,1,10,-6,14:16,.512,.438,.750,.500,0.0,7.6,3.7,0.0,3.4,0.0,0.0,28.0,113,105
9,Kris Humphries,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Ryan Kelly,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,DeAndre' Bembry,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Taurean Waller-Prince,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Draymond Green,2016-11-28,39:10,2,9,.222,0,3,.000,0,0,,1,2,3,7,1,4,2,4,4,+8,39:10,.222,.222,.333,.000,2.8,5.1,4.0,24.8,1.2,8.6,18.2,12.3,73,100
1,Stephen Curry,2016-11-28,38:14,6,17,.353,4,11,.364,9,11,.818,0,3,3,3,2,0,3,2,25,+6,38:14,.572,.471,.647,.647,0.0,7.8,4.1,12.8,2.5,0.0,12.1,28.5,105,101
2,Klay Thompson,2016-11-28,37:04,8,18,.444,3,6,.500,1,1,1.000,2,2,4,2,1,1,2,3,20,+3,37:04,.542,.528,.333,.056,5.9,5.4,5.6,9.7,1.3,2.3,9.8,24.2,101,103
3,Kevin Durant,2016-11-28,36:24,8,16,.500,1,3,.333,8,8,1.000,0,14,14,3,1,2,4,1,25,-7,36:24,.640,.531,.188,.500,0.0,38.5,20.1,15.0,1.3,4.6,17.0,28.3,109,90
4,Zaza Pachulia,2016-11-28,16:14,2,2,1.000,0,0,,0,0,,2,4,6,1,0,1,3,2,4,+2,16:14,1.000,1.000,.000,.000,13.4,24.6,19.3,9.5,0.0,5.2,60.0,13.5,88,97
5,Andre Iguodala,2016-11-28,27:51,5,9,.556,2,6,.333,0,2,.000,0,5,5,5,0,1,0,2,12,+18,27:51,.607,.667,.667,.222,0.0,18.0,9.4,30.4,0.0,3.0,0.0,15.5,130,101
6,Shaun Livingston,2016-11-28,15:39,3,5,.600,0,0,,0,0,,0,2,2,1,1,0,0,1,6,-1,15:39,.600,.600,.000,.000,0.0,12.8,6.7,11.0,3.1,0.0,0.0,14.0,121,98
7,Ian Clark,2016-11-28,11:28,3,6,.500,2,5,.400,0,0,,0,2,2,1,0,0,0,2,8,-2,11:28,.667,.667,.833,.000,0.0,17.4,9.1,17.1,0.0,0.0,0.0,22.9,126,102
8,David West,2016-11-28,8:50,0,1,.000,0,0,,0,0,,0,0,0,1,0,1,0,1,0,-3,8:50,.000,.000,.000,.000,0.0,0.0,0.0,14.7,0.0,9.5,0.0,5.0,53,104
9,JaVale McGee,2016-11-28,5:18,0,1,.000,0,0,,0,0,,2,0,2,1,0,0,0,1,0,+3,5:18,.000,.000,.000,.000,41.2,0.0,19.7,24.5,0.0,0.0,0.0,8.3,120,109
10,Patrick McCaw,2016-11-28,3:48,0,1,.000,0,1,.000,1,2,.500,0,0,0,0,0,0,0,1,1,-2,3:48,.266,.000,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,59,108
11,Kevon Looney,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Anderson Varejao,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Kemba Walker,2016-11-28,33:41,7,14,.500,5,8,.625,2,2,1.000,0,3,3,3,0,0,5,0,21,+21,33:41,.706,.679,.571,.143,0.0,9.3,4.8,16.4,0.0,0.0,25.2,26.1,100,93
1,Frank Kaminsky,2016-11-28,30:44,5,12,.417,0,4,.000,2,2,1.000,0,6,6,3,0,0,0,0,12,+20,30:44,.466,.417,.333,.167,0.0,20.4,10.5,16.6,0.0,0.0,0.0,18.5,106,91
2,Nicolas Batum,2016-11-28,23:00,1,5,.200,0,2,.000,4,4,1.000,0,2,2,4,0,0,2,1,6,+14,23:00,.444,.200,.400,.800,0.0,9.1,4.7,24.6,0.0,0.0,22.8,16.8,91,93
3,Cody Zeller,2016-11-28,21:21,1,3,.333,0,0,,1,2,.500,2,6,8,1,0,0,1,2,3,+10,21:21,.387,.333,.000,.667,10.5,29.3,20.2,6.7,0.0,0.0,20.5,10.1,91,87
4,Michael Kidd-Gilchrist,2016-11-28,20:17,6,10,.600,0,0,,2,4,.500,2,5,7,2,1,1,1,1,14,+9,20:17,.595,.600,.000,.400,11.0,25.7,18.6,21.7,2.4,3.9,7.8,27.8,117,80
5,Spencer Hawes,2016-11-28,26:39,1,3,.333,0,2,.000,2,2,1.000,0,1,1,6,0,1,1,3,4,+9,26:39,.515,.333,.667,.667,0.0,3.9,2.0,31.6,0.0,3.0,20.5,8.1,122,91
6,Jeremy Lamb,2016-11-28,22:43,7,11,.636,2,5,.400,5,7,.714,2,7,9,0,1,1,0,1,21,+9,22:43,.746,.727,.455,.636,9.8,32.2,21.4,0.0,2.2,3.5,0.0,27.4,150,80
7,Marco Belinelli,2016-11-28,21:16,2,9,.222,0,3,.000,2,2,1.000,0,3,3,2,0,0,0,1,6,+8,21:16,.304,.222,.333,.222,0.0,14.7,7.6,14.3,0.0,0.0,0.0,20.5,77,91
8,Roy Hibbert,2016-11-28,17:16,2,4,.500,0,0,,1,3,.333,3,3,6,0,0,1,1,4,5,-1,17:16,.470,.500,.000,.750,19.4,18.1,18.7,0.0,0.0,4.6,15.8,16.2,99,85
9,Ramon Sessions,2016-11-28,11:51,2,6,.333,0,0,,1,1,1.000,0,2,2,2,1,0,1,0,5,+5,11:51,.388,.333,.000,.167,0.0,17.6,9.1,29.0,4.2,0.0,13.4,27.7,81,82
10,Treveon Graham,2016-11-28,3:44,2,2,1.000,2,2,1.000,0,0,,0,0,0,0,0,0,1,1,6,-3,3:44,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,35.5,99,93
11,Aaron Harrison,2016-11-28,3:44,0,1,.000,0,0,,1,2,.500,0,0,0,1,0,0,0,0,1,-3,3:44,.266,.000,.000,2.000,0.0,0.0,0.0,35.7,0.0,0.0,0.0,22.2,83,96
12,Brian Roberts,2016-11-28,3:44,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,3:44,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0,96
0,Marc Gasol,2016-11-28,32:22,8,15,.533,2,4,.500,1,1,1.000,1,7,8,1,1,0,1,1,19,-15,32:22,.615,.600,.267,.067,3.2,24.1,13.3,6.1,1.5,0.0,6.1,22.8,114,108
1,Troy Williams,2016-11-28,31:10,4,9,.444,0,2,.000,1,3,.333,0,2,2,3,2,0,2,1,9,-19,31:10,.436,.444,.222,.333,0.0,7.2,3.5,15.5,3.2,0.0,16.2,17.8,80,109
2,JaMychal Green,2016-11-28,27:57,1,4,.250,0,1,.000,0,0,,1,4,5,2,0,0,0,5,2,-21,27:57,.250,.250,.250,.000,3.7,16.0,9.6,10.0,0.0,0.0,0.0,6.4,82,113
3,Tony Allen,2016-11-28,20:57,4,8,.500,0,0,,1,1,1.000,2,2,4,0,2,1,2,1,9,-8,20:57,.533,.500,.000,.125,10.0,10.7,10.3,0.0,4.7,4.1,19.2,22.4,90,101
4,Mike Conley,2016-11-28,20:03,6,11,.545,2,6,.333,0,0,,0,1,1,5,2,0,0,2,14,-8,20:03,.636,.636,.545,.000,0.0,5.6,2.7,55.3,5.0,0.0,0.0,24.7,136,105
5,Andrew Harrison,2016-11-28,24:04,1,8,.125,1,5,.200,0,0,,0,1,1,4,0,0,1,3,3,-8,24:04,.188,.188,.625,.000,0.0,4.6,2.2,23.5,0.0,0.0,11.1,16.8,55,116
6,Vince Carter,2016-11-28,20:20,2,9,.222,1,6,.167,3,4,.750,0,2,2,1,3,0,3,2,8,-15,20:20,.372,.278,.667,.444,0.0,11.0,5.3,7.5,7.3,0.0,21.8,30.4,63,98
7,Jarell Martin,2016-11-28,20:07,5,13,.385,1,1,1.000,0,2,.000,2,10,12,0,0,0,1,3,11,+6,20:07,.396,.423,.077,.154,10.4,55.5,32.2,0.0,0.0,0.0,6.7,33.3,77,103
8,Wade Baldwin,2016-11-28,15:00,3,5,.600,0,2,.000,0,2,.000,1,2,3,3,0,1,1,3,6,-6,15:00,.510,.600,.400,.400,7.0,14.9,10.8,36.4,0.0,5.7,14.5,20.6,101,109
9,Troy Daniels,2016-11-28,14:02,0,3,.000,0,2,.000,0,0,,0,1,1,1,0,1,0,1,0,0,14:02,.000,.000,.667,.000,0.0,8.0,3.8,9.5,0.0,6.1,0.0,9.6,18,111
10,Deyonta Davis,2016-11-28,13:59,2,4,.500,0,0,,0,0,,1,2,3,1,0,1,1,3,4,-1,13:59,.500,.500,.000,.000,7.5,16.0,11.6,11.8,0.0,6.1,20.0,16.1,90,108
11,Zach Randolph,2016-11-28,Not With Team,,,,,,,,,,,,,,,,,,,,Not With Team,,,,,,,,,,,,,,
12,James Ennis,2016-11-28,Did Not Dress,,,,,,,,,,,,,,,,,,,,Did Not Dress,,,,,,,,,,,,,,
0,Avery Bradley,2016-11-28,39:12,8,16,.500,2,2,1.000,0,0,,0,6,6,2,0,0,0,4,18,+12,39:12,.563,.563,.125,.000,0.0,17.9,9.1,8.1,0.0,0.0,0.0,18.9,112,110
1,Isaiah Thomas,2016-11-28,34:34,7,23,.304,2,10,.200,9,9,1.000,0,4,4,8,1,0,1,3,25,+3,34:34,.464,.348,.435,.391,0.0,13.5,6.9,36.7,1.4,0.0,3.6,37.5,106,107
2,Jae Crowder,2016-11-28,31:38,6,11,.545,2,4,.500,3,3,1.000,0,4,4,3,2,0,0,3,17,+5,31:38,.690,.636,.364,.273,0.0,14.8,7.5,14.7,3.1,0.0,0.0,18.1,142,104
3,Tyler Zeller,2016-11-28,25:20,4,7,.571,0,0,,2,2,1.000,3,4,7,2,0,1,1,4,10,+1,25:20,.635,.571,.000,.286,14.2,18.5,16.4,11.7,0.0,3.8,11.3,16.3,132,107
4,Amir Johnson,2016-11-28,13:10,2,2,1.000,0,0,,0,1,.000,1,2,3,1,0,0,0,1,4,-1,13:10,.820,1.000,.000,.500,9.1,17.8,13.5,11.1,0.0,0.0,0.0,8.6,173,110
5,Marcus Smart,2016-11-28,32:51,3,8,.375,1,3,.333,5,9,.556,0,2,2,4,1,0,3,5,12,+2,32:51,.502,.438,.375,1.125,0.0,7.1,3.6,16.4,1.5,0.0,20.1,21.1,91,108
6,Jonas Jerebko,2016-11-28,20:45,3,3,1.000,1,1,1.000,0,0,,1,3,4,0,0,0,0,1,7,+7,20:45,1.167,1.167,.333,.000,5.8,16.9,11.4,0.0,0.0,0.0,0.0,6.7,231,110
7,Kelly Olynyk,2016-11-28,20:16,5,7,.714,2,3,.667,2,2,1.000,0,6,6,4,0,2,3,4,14,+10,20:16,.888,.857,.429,.286,0.0,34.7,17.5,33.6,0.0,9.5,27.6,24.9,126,100
8,Terry Rozier,2016-11-28,13:26,2,4,.500,1,3,.333,0,0,,0,3,3,1,0,0,1,0,5,+5,13:26,.625,.625,.750,.000,0.0,26.1,13.2,10.9,0.0,0.0,20.0,17.3,97,109
9,Jaylen Brown,2016-11-28,8:48,0,2,.000,0,1,.000,0,0,,1,0,1,1,0,0,0,2,0,-4,8:48,.000,.000,.500,.000,13.6,0.0,6.7,13.6,0.0,0.0,0.0,10.5,65,112
10,James Young,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Jordan Mickey,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Gerald Green,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Rodney McGruder,2016-11-28,38:05,4,7,.571,1,3,.333,2,2,1.000,2,3,5,0,1,0,6,4,11,-1,38:05,.698,.643,.429,.286,6.1,9.5,7.8,0.0,1.3,0.0,43.2,16.3,78,118
1,Goran Dragic,2016-11-28,37:48,8,15,.533,0,2,.000,11,12,.917,0,2,2,17,1,0,1,5,27,-3,37:48,.666,.533,.133,.800,0.0,6.3,3.1,77.5,1.3,0.0,4.7,25.2,150,118
2,Hassan Whiteside,2016-11-28,36:55,10,13,.769,0,0,,5,10,.500,3,14,17,2,0,2,2,4,25,-4,36:55,.718,.769,.000,.769,9.5,45.5,27.3,10.4,0.0,4.6,10.3,23.6,131,111
3,Luke Babbitt,2016-11-28,23:14,2,7,.286,0,4,.000,0,0,,0,2,2,1,1,0,0,0,4,-13,23:14,.286,.286,.571,.000,0.0,10.3,5.1,6.1,2.1,0.0,0.0,13.5,66,116
4,Derrick Williams,2016-11-28,21:09,3,9,.333,0,3,.000,3,6,.500,0,4,4,0,0,0,0,1,9,-9,21:09,.387,.333,.333,.667,0.0,22.7,11.2,0.0,0.0,0.0,0.0,24.7,81,119
5,Josh Richardson,2016-11-28,28:46,4,9,.444,3,8,.375,1,2,.500,1,3,4,0,2,0,1,3,12,-1,28:46,.607,.611,.889,.222,4.1,12.5,8.2,0.0,3.4,0.0,9.2,17.0,107,112
6,Wayne Ellington,2016-11-28,26:41,4,9,.444,1,5,.200,0,0,,0,2,2,2,0,0,0,3,9,+1,26:41,.500,.500,.556,.000,0.0,9.0,4.4,11.7,0.0,0.0,0.0,15.1,105,121
7,James Johnson,2016-11-28,20:45,2,9,.222,1,5,.200,0,0,,0,3,3,0,1,0,2,4,5,-6,20:45,.278,.278,.556,.000,0.0,17.3,8.6,0.0,2.4,0.0,18.2,23.8,45,114
8,Josh McRoberts,2016-11-28,6:37,1,2,.500,0,0,,0,0,,1,1,2,2,0,0,1,1,2,-4,6:37,.500,.500,.000,.000,17.7,18.1,17.9,47.2,0.0,0.0,33.3,20.3,101,119
9,Willie Reed,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Tyler Johnson,2016-11-28,Did Not Dress,,,,,,,,,,,,,,,,,,,,Did Not Dress,,,,,,,,,,,,,,
11,Justise Winslow,2016-11-28,Did Not Dress,,,,,,,,,,,,,,,,,,,,Did Not Dress,,,,,,,,,,,,,,
12,Udonis Haslem,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,George Hill,2016-11-28,34:28,7,15,.467,0,3,.000,10,11,.909,1,7,8,4,0,0,2,3,24,+12,34:28,.605,.467,.200,.733,3.4,24.4,13.8,18.4,0.0,0.0,9.2,28.7,126,114
1,Rudy Gobert,2016-11-28,34:28,5,10,.500,0,0,,6,8,.750,8,9,17,1,0,3,2,4,16,+12,34:28,.592,.500,.000,.800,27.2,31.3,29.2,4.2,0.0,6.7,12.9,20.4,130,107
2,Gordon Hayward,2016-11-28,34:05,6,14,.429,0,3,.000,12,15,.800,0,5,5,2,2,0,0,2,24,+27,34:05,.583,.429,.214,1.071,0.0,17.6,8.7,8.9,3.0,0.0,0.0,27.4,133,109
3,Rodney Hood,2016-11-28,32:18,4,12,.333,1,5,.200,0,0,,0,3,3,5,1,0,1,3,9,+3,32:18,.375,.375,.417,.000,0.0,11.1,5.5,21.8,1.6,0.0,7.7,18.2,92,114
4,Boris Diaw,2016-11-28,28:50,3,3,1.000,1,1,1.000,0,0,,1,1,2,5,2,0,2,3,7,+22,28:50,1.167,1.167,.333,.000,4.1,4.2,4.1,23.8,3.6,0.0,40.0,7.9,145,112
5,Trey Lyles,2016-11-28,21:20,6,8,.750,1,3,.333,0,0,,1,0,1,1,1,0,1,1,13,-14,21:20,.813,.813,.375,.000,5.5,0.0,2.8,8.5,2.4,0.0,11.1,19.1,144,115
6,Joe Johnson,2016-11-28,15:43,2,4,.500,0,1,.000,0,0,,0,0,0,0,0,0,2,1,4,-13,15:43,.500,.500,.250,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,17.3,64,121
7,Joe Ingles,2016-11-28,13:54,2,6,.333,0,1,.000,0,0,,0,2,2,1,2,0,0,1,4,+1,13:54,.333,.333,.167,.000,0.0,17.3,8.5,10.4,7.5,0.0,0.0,19.6,83,99
8,Shelvin Mack,2016-11-28,13:32,3,4,.750,1,1,1.000,0,0,,0,1,1,0,1,0,2,2,7,-3,13:32,.875,.875,.250,.000,0.0,8.9,4.4,0.0,3.8,0.0,33.3,20.1,100,110
9,Jeff Withey,2016-11-28,11:22,2,3,.667,0,0,,0,0,,1,2,3,0,0,0,0,1,4,-2,11:22,.667,.667,.000,.000,10.3,21.1,15.6,0.0,0.0,0.0,0.0,12.0,147,115
10,Raul Neto,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Dante Exum,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Joel Bolomboy,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Zach LaVine,2016-11-28,44:08,9,17,.529,2,6,.333,8,9,.889,1,7,8,8,1,0,4,2,28,-2,44:08,.668,.588,.353,.529,2.7,18.6,10.7,33.2,1.2,0.0,16.0,25.6,123,121
1,Andrew Wiggins,2016-11-28,34:28,6,16,.375,1,2,.500,0,0,,0,2,2,4,0,0,2,6,13,-4,34:28,.406,.406,.125,.000,0.0,6.8,3.4,20.2,0.0,0.0,11.1,23.6,83,127
2,Karl-Anthony Towns,2016-11-28,33:57,8,19,.421,1,3,.333,2,2,1.000,3,9,12,1,1,1,0,5,19,-18,33:57,.478,.447,.158,.105,10.6,31.0,20.9,5.7,1.5,2.3,0.0,26.5,108,115
3,Gorgui Dieng,2016-11-28,31:32,3,8,.375,0,0,,5,5,1.000,4,2,6,4,1,1,1,1,11,0,31:32,.539,.375,.000,.625,15.2,7.4,11.3,19.4,1.6,2.5,8.9,16.1,129,121
4,Ricky Rubio,2016-11-28,25:06,4,5,.800,1,2,.500,2,2,1.000,0,2,2,3,2,0,1,4,11,+3,25:06,.935,.900,.400,.400,0.0,9.3,4.7,20.2,4.1,0.0,14.5,12.4,159,117
5,Nemanja Bjelica,2016-11-28,26:03,2,6,.333,1,3,.333,3,3,1.000,1,5,6,1,1,0,2,0,8,+5,26:03,.546,.417,.500,.500,4.6,22.5,13.6,5.7,2.0,0.0,21.5,16.2,97,118
6,Shabazz Muhammad,2016-11-28,17:24,3,6,.500,0,1,.000,4,4,1.000,0,1,1,0,0,0,0,0,10,-12,17:24,.644,.500,.167,.667,0.0,6.7,3.4,0.0,0.0,0.0,0.0,20.2,138,127
7,Tyus Jones,2016-11-28,14:10,1,2,.500,1,2,.500,0,0,,0,1,1,3,1,0,3,3,3,-9,14:10,.750,.750,1.000,.000,0.0,8.3,4.2,31.2,3.7,0.0,60.0,16.0,71,118
8,Kris Dunn,2016-11-28,8:44,0,2,.000,0,0,,0,0,,0,0,0,1,1,0,1,1,0,-3,8:44,.000,.000,.000,.000,0.0,0.0,0.0,15.3,5.9,0.0,33.3,15.6,19,116
9,Cole Aldrich,2016-11-28,4:28,0,0,,0,0,,0,0,,1,0,1,1,0,0,0,1,0,-5,4:28,,,,,26.9,0.0,13.3,29.9,0.0,0.0,,0.0,222,128
10,Adreian Payne,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Jordan Hill,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Brandon Rush,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Russell Westbrook,2016-11-28,36:22,9,23,.391,2,3,.667,7,7,1.000,5,13,18,14,2,0,7,3,27,+5,36:22,.518,.435,.130,.304,14.7,35.7,25.5,54.2,2.8,0.0,21.2,38.3,112,100
1,Steven Adams,2016-11-28,31:41,7,11,.636,0,0,,0,0,,4,6,10,0,0,0,1,2,14,+7,31:41,.636,.636,.000,.000,13.5,18.9,16.3,0.0,0.0,0.0,8.3,16.0,131,113
2,Andre Roberson,2016-11-28,31:27,4,8,.500,2,4,.500,0,0,,1,2,3,1,1,2,0,4,10,+3,31:27,.625,.625,.500,.000,3.4,6.4,4.9,3.8,1.6,4.2,0.0,10.7,145,111
3,Victor Oladipo,2016-11-28,30:52,4,11,.364,0,4,.000,0,0,,0,3,3,4,1,1,0,2,8,+8,30:52,.364,.364,.364,.000,0.0,9.7,5.0,15.6,1.7,2.2,0.0,15.0,104,111
4,Domantas Sabonis,2016-11-28,15:59,2,5,.400,1,1,1.000,0,0,,0,1,1,0,0,0,2,3,5,-8,15:59,.500,.500,.200,.000,0.0,6.3,3.2,0.0,0.0,0.0,28.6,18.5,72,118
5,Enes Kanter,2016-11-28,28:17,12,17,.706,0,1,.000,3,5,.600,6,4,10,0,0,3,1,4,27,+15,28:17,.703,.706,.059,.294,22.6,14.1,18.2,0.0,0.0,7.1,5.0,30.1,144,109
6,Joffrey Lauvergne,2016-11-28,20:03,3,8,.375,0,3,.000,0,0,,0,5,5,1,0,0,1,3,6,+4,20:03,.375,.375,.375,.000,0.0,24.9,12.9,6.2,0.0,0.0,11.1,18.9,81,111
7,Anthony Morrow,2016-11-28,19:35,5,7,.714,3,5,.600,1,2,.500,0,0,0,1,0,0,0,0,14,0,19:35,.888,.929,.714,.286,0.0,0.0,0.0,7.3,0.0,0.0,0.0,17.0,181,120
8,Jerami Grant,2016-11-28,14:06,0,0,,0,0,,1,4,.250,1,1,2,0,0,1,2,1,1,+7,14:06,.284,,,,7.6,7.1,7.3,0.0,0.0,4.7,53.2,11.2,39,114
9,Semaj Christon,2016-11-28,11:38,0,2,.000,0,1,.000,0,0,,0,1,1,4,0,0,0,0,0,+4,11:38,.000,.000,.500,.000,0.0,8.6,4.4,35.9,0.0,0.0,0.0,7.2,100,117
10,Kyle Singler,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Nick Collison,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Alex Abrines,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Kristaps Porzingis,2016-11-28,39:07,9,20,.450,3,6,.500,0,0,,1,4,5,2,2,5,2,2,21,-7,39:07,.525,.525,.300,.000,2.6,10.9,6.6,9.8,2.6,8.8,9.1,24.9,100,115
1,Derrick Rose,2016-11-28,38:02,10,20,.500,0,2,.000,10,10,1.000,2,5,7,4,0,0,1,0,30,-1,38:02,.615,.500,.100,.500,5.3,14.0,9.5,21.6,0.0,0.0,3.9,29.6,132,125
2,Courtney Lee,2016-11-28,36:21,5,10,.500,3,5,.600,0,0,,0,3,3,1,2,0,0,2,13,0,36:21,.650,.650,.500,.000,0.0,8.8,4.3,4.5,2.8,0.0,0.0,12.2,133,121
3,Carmelo Anthony,2016-11-28,34:21,4,19,.211,0,1,.000,10,11,.909,1,7,8,2,1,1,1,1,18,-9,34:21,.378,.211,.053,.579,2.9,21.7,12.0,9.2,1.5,2.0,4.0,32.0,88,118
4,Joakim Noah,2016-11-28,25:40,1,2,.500,0,0,,0,2,.000,3,0,3,4,1,4,0,5,2,+4,25:40,.347,.500,.000,1.000,11.7,0.0,6.0,21.9,2.0,10.7,0.0,5.0,132,119
5,Kyle O'Quinn,2016-11-28,16:46,1,4,.250,0,1,.000,1,1,1.000,3,3,6,0,0,0,1,2,3,-12,16:46,.338,.250,.250,.250,17.9,19.1,18.5,0.0,0.0,0.0,18.4,14.4,87,122
6,Justin Holiday,2016-11-28,15:11,2,5,.400,0,2,.000,0,0,,0,4,4,0,0,1,0,1,4,-5,15:11,.400,.400,.400,.000,0.0,28.1,13.6,0.0,0.0,4.5,0.0,14.6,84,117
7,Willy Hernangomez,2016-11-28,14:27,3,5,.600,0,0,,2,2,1.000,1,1,2,3,2,0,0,2,8,-3,14:27,.680,.600,.000,.400,6.9,7.4,7.1,38.3,7.1,0.0,0.0,18.0,156,112
8,Brandon Jennings,2016-11-28,12:41,0,2,.000,0,1,.000,0,0,,0,1,1,2,1,0,0,1,0,-10,12:41,.000,.000,.500,.000,0.0,8.4,4.1,21.0,4.0,0.0,0.0,7.0,47,118
9,Mindaugas Kuzminskas,2016-11-28,6:33,1,2,.500,0,1,.000,2,2,1.000,0,0,0,2,0,0,0,0,4,-2,6:33,.694,.500,.500,1.000,0.0,0.0,0.0,51.1,0.0,0.0,0.0,19.5,162,130
10,Maurice Ndour,2016-11-28,0:52,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0,0:52,.000,.000,.000,.000,100.0,0.0,59.6,0.0,0.0,0.0,0.0,100.0,38,130
11,Sasha Vujacic,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Ron Baker,2016-11-28,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Robert Covington,2016-11-28,31:40,7,11,.636,6,9,.667,0,0,,2,3,5,2,2,0,3,4,20,-25,31:40,.909,.909,.818,.000,6.6,13.4,9.5,11.9,3.3,0.0,21.4,20.1,125,131
1,Sergio Rodriguez,2016-11-28,27:52,4,7,.571,2,3,.667,1,1,1.000,1,2,3,7,2,0,4,2,11,-25,27:52,.739,.714,.429,.143,3.7,10.1,6.5,41.4,3.7,0.0,35.0,18.6,111,131
2,Jahlil Okafor,2016-11-28,24:38,7,14,.500,0,0,,1,2,.500,3,2,5,0,0,1,0,1,15,-21,24:38,.504,.500,.000,.143,12.7,11.5,12.2,0.0,0.0,3.4,0.0,27.4,110,136
3,Ersan Ilyasova,2016-11-28,22:54,4,8,.500,1,3,.333,2,2,1.000,0,6,6,3,0,0,1,1,11,-10,22:54,.619,.563,.375,.250,0.0,37.0,15.7,22.8,0.0,0.0,10.1,19.6,122,135
4,Gerald Henderson,2016-11-28,16:47,0,7,.000,0,2,.000,0,0,,0,1,1,2,0,0,1,1,0,-6,16:47,.000,.000,.286,.000,0.0,8.4,3.6,15.9,0.0,0.0,12.5,21.6,18,139
5,Nik Stauskas,2016-11-28,28:52,4,9,.444,3,6,.500,0,0,,0,0,0,2,0,0,0,2,11,-8,28:52,.611,.611,.667,.000,0.0,0.0,0.0,11.3,0.0,0.0,0.0,14.2,128,141
6,Dario Saric,2016-11-28,23:34,3,13,.231,1,6,.167,1,4,.250,1,3,4,4,0,1,2,1,8,-16,23:34,.271,.269,.462,.308,4.4,18.0,10.2,27.3,0.0,3.5,11.9,32.3,67,135
