,Starters,Date,MP_x,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP_y,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
5,D.J. Augustin,2014-03-11,32:09,7,10,.700,2,4,.500,8,9,.889,0,3,3,4,0,0,2,3,24,+4,32:09,.860,.800,.400,.900,0.0,13.2,5.8,27.7,0.0,0.0,12.5,23.5,153,120
6,Taj Gibson,2014-03-11,22:56,0,5,.000,0,0,,1,2,.500,1,4,5,0,0,2,2,2,1,+2,22:56,.085,.000,.000,.400,4.9,24.6,13.6,0.0,0.0,7.2,25.4,16.3,24,111
7,Tony Snell,2014-03-11,19:35,1,2,.500,1,1,1.000,3,4,.750,0,1,1,2,1,0,0,0,6,+5,19:35,.798,.750,.500,2.000,0.0,7.2,3.2,16.6,2.7,0.0,0.0,9.1,174,115
8,Nazr Mohammed,2014-03-11,14:23,3,5,.600,0,0,,0,0,,1,4,5,0,0,1,1,1,6,+12,14:23,.600,.600,.000,.000,7.8,39.3,21.7,0.0,0.0,5.8,16.7,19.8,97,111
9,Jimmer Fredette,2014-03-11,7:47,2,4,.500,1,1,1.000,0,0,,1,1,2,1,0,0,0,0,5,+17,7:47,.625,.625,.250,.000,14.3,18.1,16.0,31.4,0.0,0.0,0.0,24.3,136,120
10,Erik Murphy,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Tornike Shengelia,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Rudy Gay,2014-03-11,39:43,8,21,.381,0,3,.000,4,6,.667,1,5,6,3,1,1,1,1,20,-1,39:43,.423,.381,.143,.286,2.4,12.9,7.5,14.9,1.3,1.8,4.1,26.3,93,104
1,Isaiah Thomas,2014-03-11,39:22,6,15,.400,0,4,.000,7,9,.778,1,3,4,8,1,0,5,1,19,-11,39:22,.501,.400,.267,.600,2.4,7.8,5.0,36.6,1.3,0.0,20.9,25.8,95,107
2,DeMarcus Cousins,2014-03-11,37:48,5,15,.333,0,0,,3,6,.500,3,11,14,1,1,6,5,2,13,+1,37:48,.368,.333,.000,.400,7.6,29.7,18.3,4.6,1.3,11.0,22.1,25.4,67,91
3,Ben McLemore,2014-03-11,25:07,4,9,.444,1,3,.333,0,0,,0,0,0,1,0,0,1,2,9,-10,25:07,.500,.500,.333,.000,0.0,0.0,0.0,7.3,0.0,0.0,10.0,16.9,94,112
4,Reggie Evans,2014-03-11,22:19,3,6,.500,0,0,,0,0,,4,4,8,0,3,0,2,3,6,-3,22:19,.500,.500,.000,.000,17.2,18.3,17.7,0.0,6.7,0.0,25.0,15.2,90,92
5,Travis Outlaw,2014-03-11,23:05,0,6,.000,0,3,.000,0,0,,0,6,6,1,0,0,1,5,0,-4,23:05,.000,.000,.500,.000,0.0,26.5,12.9,6.1,0.0,0.0,14.3,12.9,8,105
6,Derrick Williams,2014-03-11,21:27,3,4,.750,1,1,1.000,3,4,.750,1,4,5,2,0,0,1,1,10,-7,21:27,.868,.875,.250,1.000,4.5,19.0,11.5,16.4,0.0,0.0,14.8,13.4,152,107
7,Jason Thompson,2014-03-11,13:48,1,3,.333,0,0,,1,5,.200,3,4,7,1,0,0,0,1,3,-9,13:48,.288,.333,.000,1.667,20.9,29.6,25.1,11.4,0.0,0.0,0.0,16.0,88,104
8,Ray McCallum,2014-03-11,12:06,4,5,.800,1,1,1.000,0,0,,0,0,0,0,0,0,0,2,9,-1,12:06,.900,.900,.200,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,170,112
9,Quincy Acy,2014-03-11,5:15,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-5,5:15,,,,,0.0,0.0,0.0,26.9,0.0,0.0,,0.0,209,112
10,Orlando Johnson,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Aaron Gray,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Kyle Singler,2014-03-11,39:52,4,10,.400,2,4,.500,1,1,1.000,2,5,7,3,5,1,1,3,11,+4,39:52,.527,.500,.400,.100,5.1,12.0,8.7,10.9,6.3,1.7,8.7,13.0,110,85
1,Andre Drummond,2014-03-11,32:58,6,9,.667,0,0,,3,4,.750,5,3,8,0,0,5,2,5,15,+13,32:58,.697,.667,.000,.444,15.5,8.7,12.0,0.0,0.0,10.6,15.7,17.5,125,92
2,Josh Smith,2014-03-11,32:31,10,17,.588,2,2,1.000,2,4,.500,1,7,8,2,0,0,2,3,24,+8,32:31,.640,.647,.118,.235,3.1,20.7,12.2,12.7,0.0,0.0,9.6,28.8,112,95
3,Greg Monroe,2014-03-11,29:38,2,6,.333,0,0,,2,2,1.000,1,11,12,3,0,1,3,2,6,-1,29:38,.436,.333,.000,.333,3.4,35.6,20.0,14.0,0.0,2.3,30.4,15.0,78,88
4,Brandon Jennings,2014-03-11,27:48,1,10,.100,1,7,.143,2,2,1.000,0,2,2,6,1,0,0,3,5,+5,27:48,.230,.150,.700,.200,0.0,6.9,3.6,28.6,1.8,0.0,0.0,17.7,76,96
5,Rodney Stuckey,2014-03-11,32:02,8,16,.500,1,2,.500,6,6,1.000,0,3,3,4,2,0,0,3,23,+10,32:02,.617,.531,.125,.375,0.0,9.0,4.6,23.0,3.1,0.0,0.0,26.3,133,93
6,Will Bynum,2014-03-11,21:34,4,14,.286,0,2,.000,0,0,,0,0,0,7,0,0,3,1,8,+3,21:34,.286,.286,.143,.000,0.0,0.0,0.0,53.5,0.0,0.0,17.6,35.6,67,103
7,Jonas Jerebko,2014-03-11,15:29,2,4,.500,1,1,1.000,0,0,,1,4,5,1,0,0,0,3,5,+2,15:29,.625,.625,.250,.000,6.6,24.8,16.0,9.7,0.0,0.0,0.0,11.7,135,93
8,Kentavious Caldwell-Pope,2014-03-11,8:08,1,1,1.000,0,0,,0,0,,0,2,2,0,1,0,0,1,2,+6,8:08,1.000,1.000,.000,.000,0.0,23.6,12.2,0.0,6.1,0.0,0.0,5.5,200,82
9,Charlie Villanueva,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Tony Mitchell,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Peyton Siva,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Luigi Datome,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Monta Ellis,2014-03-11,34:52,6,13,.462,1,3,.333,2,4,.500,0,3,3,2,2,1,2,1,15,-11,34:52,.508,.500,.231,.308,0.0,11.2,4.8,12.7,2.8,2.5,11.9,20.5,92,109
1,Dirk Nowitzki,2014-03-11,30:18,4,11,.364,0,1,.000,4,4,1.000,0,6,6,1,1,0,0,1,12,-8,30:18,.470,.364,.091,.364,0.0,25.7,11.1,6.7,1.6,0.0,0.0,17.9,104,111
2,Jose Calderon,2014-03-11,29:36,5,11,.455,2,5,.400,1,1,1.000,0,2,2,5,0,0,6,0,13,0,29:36,.568,.545,.455,.091,0.0,8.8,3.8,37.0,0.0,0.0,34.4,25.1,79,118
3,Shawn Marion,2014-03-11,26:12,0,6,.000,0,1,.000,0,0,,2,1,3,2,0,0,1,2,0,-9,26:12,.000,.000,.167,.000,7.5,5.0,6.4,12.2,0.0,0.0,14.3,11.4,29,118
4,Samuel Dalembert,2014-03-11,19:31,2,3,.667,0,0,,4,6,.667,0,5,5,2,0,0,1,1,8,-4,19:31,.709,.667,.000,2.000,0.0,33.2,14.3,19.6,0.0,0.0,15.1,14.5,128,113
5,Vince Carter,2014-03-11,22:06,3,10,.300,2,5,.400,2,2,1.000,0,2,2,0,1,0,1,2,10,-17,22:06,.460,.400,.500,.200,0.0,11.7,5.1,0.0,2.2,0.0,8.4,22.9,87,112
6,Brandan Wright,2014-03-11,15:47,3,5,.600,0,0,,3,4,.750,2,4,6,1,0,1,1,1,9,-12,15:47,.666,.600,.000,.800,12.4,32.9,21.2,14.6,0.0,5.5,12.9,21.0,125,109
7,Shane Larkin,2014-03-11,15:42,0,4,.000,0,1,.000,0,0,,0,1,1,3,3,0,0,0,0,-6,15:42,.000,.000,.250,.000,0.0,8.3,3.6,30.6,9.4,0.0,0.0,10.9,35,96
8,DeJuan Blair,2014-03-11,15:20,3,10,.300,0,0,,2,4,.500,4,4,8,1,1,0,2,2,8,-12,15:20,.340,.300,.000,.400,25.6,33.8,29.1,15.2,3.2,0.0,14.5,38.2,75,106
9,Wayne Ellington,2014-03-11,15:09,2,5,.400,0,2,.000,1,1,1.000,1,0,1,0,2,0,0,2,5,-15,15:09,.460,.400,.400,.200,6.5,0.0,3.7,0.0,6.5,0.0,0.0,15.3,103,104
10,Devin Harris,2014-03-11,6:48,0,1,.000,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1,-15,6:48,.266,.000,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,61,119
11,Gal Mekel,2014-03-11,4:35,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,2,2,-2,4:35,.500,.500,.000,.000,0.0,28.3,12.2,53.6,0.0,0.0,0.0,18.6,117,113
12,Bernard James,2014-03-11,4:04,1,1,1.000,0,0,,0,3,.000,2,0,2,0,0,1,3,2,2,-4,4:04,.431,1.000,.000,3.000,48.2,0.0,27.4,0.0,0.0,21.5,56.4,55.7,38,102
0,Andrew Bogut,2014-03-11,30:02,7,9,.778,0,0,,1,2,.500,2,8,10,1,0,1,1,5,15,+15,30:02,.759,.778,.000,.222,8.6,26.1,18.6,5.4,0.0,2.5,9.2,16.3,140,85
1,David Lee,2014-03-11,28:31,3,8,.375,0,0,,0,0,,2,8,10,1,0,0,1,1,6,+8,28:31,.375,.375,.000,.000,9.1,27.5,19.6,4.7,0.0,0.0,11.1,14.2,86,87
2,Andre Iguodala,2014-03-11,25:31,2,4,.500,0,2,.000,0,2,.000,2,1,3,5,0,2,1,0,4,+8,25:31,.410,.500,.500,.500,10.2,3.8,6.6,25.3,0.0,5.9,17.0,10.4,114,92
3,Klay Thompson,2014-03-11,23:50,6,10,.600,2,2,1.000,0,0,,0,3,3,1,1,0,5,4,14,+11,23:50,.700,.700,.200,.000,0.0,12.3,7.0,7.0,2.1,0.0,33.3,28.4,82,88
4,Stephen Curry,2014-03-11,22:17,4,12,.333,1,5,.200,1,1,1.000,0,2,2,4,3,0,3,1,10,-3,22:17,.402,.375,.417,.083,0.0,8.8,5.0,26.6,6.6,0.0,19.4,31.2,80,80
5,Steve Blake,2014-03-11,25:46,3,7,.429,3,5,.600,0,0,,0,3,3,8,0,0,3,3,9,+23,25:46,.643,.643,.714,.000,0.0,11.4,6.5,42.1,0.0,0.0,30.0,17.5,114,92
6,Jordan Crawford,2014-03-11,22:16,8,12,.667,3,6,.500,0,0,,0,1,1,2,0,0,0,2,19,+10,22:16,.792,.792,.500,.000,0.0,4.4,2.5,18.1,0.0,0.0,0.0,24.3,153,95
7,Harrison Barnes,2014-03-11,19:48,4,6,.667,1,3,.333,4,4,1.000,0,1,1,0,0,1,0,3,13,+15,19:48,.838,.750,.500,.667,0.0,4.9,2.8,0.0,0.0,3.8,0.0,17.7,171,92
8,Draymond Green,2014-03-11,17:35,2,4,.500,2,2,1.000,0,0,,0,6,6,3,3,0,2,4,6,+13,17:35,.750,.750,.500,.000,0.0,33.4,19.0,23.0,8.4,0.0,33.3,15.4,108,67
9,Jermaine O'Neal,2014-03-11,15:15,1,5,.200,0,0,,4,4,1.000,2,5,7,0,0,0,1,1,6,+11,15:15,.444,.200,.000,.800,17.0,32.1,25.6,0.0,0.0,0.0,12.9,22.9,99,86
10,Nemanja Nedovic,2014-03-11,4:35,0,1,.000,0,0,,2,2,1.000,0,0,0,1,0,0,1,0,2,+2,4:35,.532,.000,.000,2.000,0.0,0.0,0.0,25.5,0.0,0.0,34.7,28.3,90,97
11,Marreese Speights,2014-03-11,4:34,1,2,.500,0,0,,2,2,1.000,0,0,0,0,0,2,1,0,4,+2,4:34,.694,.500,.000,1.000,0.0,0.0,0.0,0.0,0.0,32.8,25.8,38.3,103,75
0,Rajon Rondo,2014-03-11,40:45,4,15,.267,0,2,.000,0,0,,1,2,3,8,2,0,2,4,8,-8,40:45,.267,.267,.133,.000,2.1,8.1,4.2,34.5,2.8,0.0,11.8,18.3,75,109
1,Jeff Green,2014-03-11,36:46,3,16,.188,0,4,.000,6,6,1.000,1,3,4,2,0,0,0,3,12,-15,36:46,.322,.188,.250,.375,2.4,13.5,6.2,9.3,0.0,0.0,0.0,22.3,89,114
2,Kris Humphries,2014-03-11,25:50,6,10,.600,0,0,,3,4,.750,4,5,9,0,1,0,1,2,15,-9,25:50,.638,.600,.000,.400,13.5,32.0,19.9,0.0,2.2,0.0,7.8,21.7,130,107
3,Brandon Bass,2014-03-11,22:50,3,8,.375,0,0,,5,6,.833,1,2,3,1,0,0,1,3,11,-7,22:50,.517,.375,.000,.750,3.8,14.5,7.5,8.2,0.0,0.0,8.6,22.4,113,114
4,Jerryd Bayless,2014-03-11,21:29,1,6,.167,0,1,.000,1,1,1.000,0,2,2,3,0,0,2,0,3,-5,21:29,.233,.167,.167,.167,0.0,15.4,5.3,22.5,0.0,0.0,23.7,17.2,55,114
5,Chris Johnson,2014-03-11,28:06,6,8,.750,2,4,.500,0,0,,1,2,3,0,2,0,0,2,14,+1,28:06,.875,.875,.500,.000,3.1,11.8,6.1,0.0,4.0,0.0,0.0,12.5,179,106
6,Jared Sullinger,2014-03-11,26:00,8,17,.471,1,6,.167,0,0,,7,2,9,0,0,0,1,3,17,-9,26:00,.500,.500,.353,.000,23.5,12.7,19.8,0.0,0.0,0.0,5.6,30.4,112,114
7,Kelly Olynyk,2014-03-11,21:08,1,9,.111,0,1,.000,1,2,.500,5,2,7,0,1,1,1,4,3,+5,21:08,.152,.111,.111,.222,20.6,15.7,18.9,0.0,2.7,4.0,9.2,22.6,54,105
8,Chris Babb,2014-03-11,9:39,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,1,2,0,-3,9:39,.000,.000,1.000,.000,0.0,17.2,5.9,0.0,0.0,0.0,50.0,9.1,0,114
9,Phil Pressey,2014-03-11,7:15,0,1,.000,0,0,,0,0,,0,0,0,2,0,0,1,0,0,-3,7:15,.000,.000,.000,.000,0.0,0.0,0.0,41.4,0.0,0.0,50.0,12.1,36,117
10,Joel Anthony,2014-03-11,0:12,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0:12,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,117
11,Avery Bradley,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Lance Stephenson,2014-03-11,36:03,4,12,.333,1,5,.200,0,0,,0,5,5,1,0,0,2,5,9,+19,36:03,.375,.375,.417,.000,0.0,12.1,7.9,3.8,0.0,0.0,14.3,19.7,72,101
1,George Hill,2014-03-11,35:39,4,11,.364,2,6,.333,2,2,1.000,1,2,3,4,1,1,1,1,12,+11,35:39,.505,.455,.545,.182,4.6,4.9,4.8,15.6,1.6,1.9,7.8,18.3,115,102
2,David West,2014-03-11,34:59,11,13,.846,0,0,,2,3,.667,2,3,5,3,1,1,1,3,24,+13,34:59,.838,.846,.000,.231,9.5,7.5,8.2,16.5,1.6,1.9,6.5,22.2,160,100
3,Roy Hibbert,2014-03-11,32:20,3,7,.429,0,0,,0,0,,2,7,9,2,0,2,0,3,6,+14,32:20,.429,.429,.000,.000,10.2,18.9,15.9,8.4,0.0,4.1,0.0,11.0,116,94
4,Paul George,2014-03-11,29:34,5,10,.500,0,2,.000,2,2,1.000,0,3,3,4,2,0,5,4,12,+7,29:34,.551,.500,.200,.200,0.0,8.9,5.8,20.4,3.8,0.0,31.5,27.2,86,95
5,Evan Turner,2014-03-11,22:33,4,4,1.000,1,1,1.000,0,0,,0,0,0,3,0,0,1,1,9,-3,22:33,1.125,1.125,.250,.000,0.0,0.0,0.0,20.3,0.0,0.0,20.0,11.2,171,110
6,Andrew Bynum,2014-03-11,15:37,3,4,.750,0,0,,2,3,.667,3,7,10,1,0,0,3,3,8,-3,15:37,.752,.750,.000,.750,31.8,39.1,36.6,10.0,0.0,0.0,36.1,27.0,107,82
7,Luis Scola,2014-03-11,13:01,5,7,.714,0,0,,1,1,1.000,0,5,5,0,0,0,3,2,11,-2,13:01,.739,.714,.000,.143,0.0,33.5,21.9,0.0,0.0,0.0,28.7,40.6,92,86
8,Donald Sloan,2014-03-11,12:20,1,3,.333,0,1,.000,1,2,.500,0,1,1,4,1,0,0,0,3,0,12:20,.387,.333,.333,.667,0.0,7.1,4.6,43.1,4.6,0.0,0.0,15.9,121,95
9,Rasual Butler,2014-03-11,7:51,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-1,7:51,.000,.000,.500,.000,0.0,22.2,14.6,0.0,0.0,0.0,0.0,12.9,0,94
10,Chris Copeland,2014-03-11,0:03,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0:03,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,110
11,Lavoy Allen,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Solomon Hill,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Damian Lillard,2014-03-11,38:38,8,21,.381,4,8,.500,12,13,.923,2,2,4,7,0,0,2,4,32,-8,38:38,.599,.476,.381,.619,5.2,7.5,6.1,34.7,0.0,0.0,7.0,33.4,134,126
1,Nicolas Batum,2014-03-11,37:38,5,13,.385,3,5,.600,2,4,.500,1,7,8,1,0,0,0,0,15,-11,37:38,.508,.500,.385,.308,2.7,27.1,12.6,4.5,0.0,0.0,0.0,17.6,118,123
2,LaMarcus Aldridge,2014-03-11,37:34,8,23,.348,0,0,,3,4,.750,5,5,10,1,0,2,1,3,19,-8,37:34,.384,.348,.000,.174,13.3,19.4,15.8,5.2,0.0,3.5,3.9,30.8,95,121
3,Wesley Matthews,2014-03-11,34:34,1,7,.143,0,2,.000,3,4,.750,1,1,2,3,2,0,0,1,5,-6,34:34,.285,.143,.286,.571,2.9,4.2,3.4,12.4,3.1,0.0,0.0,11.4,91,121
4,Robin Lopez,2014-03-11,27:04,2,2,1.000,0,0,,2,4,.500,4,2,6,1,0,0,0,3,6,-9,27:04,.798,1.000,.000,2.000,14.8,10.7,13.1,5.6,0.0,0.0,0.0,6.2,176,126
5,C.J. McCollum,2014-03-11,20:10,0,2,.000,0,1,.000,0,0,,0,0,0,1,1,0,2,2,0,-2,20:10,.000,.000,.500,.000,0.0,0.0,0.0,6.8,2.7,0.0,50.0,8.9,13,122
6,Thomas Robinson,2014-03-11,17:12,4,6,.667,0,0,,0,0,,1,3,4,0,0,0,2,4,8,-3,17:12,.667,.667,.000,.000,5.8,25.4,13.8,0.0,0.0,0.0,25.0,20.9,97,123
7,Meyers Leonard,2014-03-11,14:10,4,6,.667,0,0,,0,0,,2,3,5,0,0,0,0,2,8,0,14:10,.667,.667,.000,.000,14.1,30.8,20.9,0.0,0.0,0.0,0.0,19.0,145,122
8,Mo Williams,2014-03-11,11:10,2,5,.400,0,1,.000,0,0,,0,0,0,3,0,0,1,2,4,-7,11:10,.400,.400,.200,.000,0.0,0.0,0.0,48.8,0.0,0.0,16.7,24.2,91,128
9,Victor Claver,2014-03-11,0:55,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+2,0:55,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,200,128
10,Will Barton,2014-03-11,0:55,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,+2,0:55,,,,,0.0,100.0,64.6,100.0,0.0,0.0,,0.0,220,100
11,Earl Watson,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Dorell Wright,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Zach Randolph,2014-03-11,37:34,8,19,.421,0,0,,2,3,.667,7,5,12,4,1,0,1,4,18,+12,37:34,.443,.421,.000,.158,27.1,13.3,18.9,13.9,1.4,0.0,4.7,27.0,114,113
1,Marc Gasol,2014-03-11,37:33,8,14,.571,0,1,.000,3,5,.600,0,9,9,7,0,1,2,3,19,+4,37:33,.586,.571,.071,.357,0.0,24.0,14.2,24.3,0.0,1.9,11.0,23.1,120,110
2,Mike Conley,2014-03-11,28:54,7,14,.500,2,3,.667,1,1,1.000,0,4,4,4,2,0,0,2,17,+4,28:54,.589,.571,.214,.071,0.0,13.8,8.2,18.8,3.8,0.0,0.0,23.8,133,108
3,Courtney Lee,2014-03-11,25:18,7,12,.583,1,4,.250,1,1,1.000,0,1,1,0,1,0,1,1,16,-1,25:18,.643,.625,.333,.083,0.0,4.0,2.3,0.0,2.1,0.0,7.4,25.3,118,117
4,Tayshaun Prince,2014-03-11,22:32,4,6,.667,0,0,,1,1,1.000,0,4,4,1,0,1,1,0,9,+1,22:32,.699,.667,.000,.167,0.0,17.8,10.5,5.5,0.0,3.1,13.4,15.7,123,113
5,Mike Miller,2014-03-11,25:28,6,10,.600,1,2,.500,1,2,.500,1,1,2,0,1,0,2,2,14,+9,25:28,.643,.650,.200,.200,5.7,3.9,4.7,0.0,2.1,0.0,15.5,24.1,108,117
6,Tony Allen,2014-03-11,22:42,3,3,1.000,1,1,1.000,0,0,,0,3,3,2,1,0,0,3,7,+11,22:42,1.167,1.167,.333,.000,0.0,13.2,7.8,10.4,2.4,0.0,0.0,6.3,228,111
7,Kosta Koufos,2014-03-11,19:58,1,2,.500,0,0,,0,0,,1,3,4,0,0,2,3,1,2,+6,19:58,.500,.500,.000,.000,7.3,15.0,11.9,0.0,0.0,7.0,60.0,11.9,49,111
8,Nick Calathes,2014-03-11,19:06,3,4,.750,1,1,1.000,0,0,,0,2,2,9,1,0,1,2,7,+6,19:06,.875,.875,.250,.000,0.0,10.5,6.2,57.3,2.8,0.0,20.0,12.5,165,112
9,Jon Leuer,2014-03-11,0:55,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0:55,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,124
10,James Johnson,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Beno Udrih,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Ed Davis,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,John Henson,2014-03-11,32:29,5,8,.625,0,0,,0,2,.000,0,8,8,2,0,2,1,4,10,-5,32:29,.563,.625,.000,.250,0.0,26.9,16.2,9.3,0.0,4.5,10.1,14.3,101,117
1,Brandon Knight,2014-03-11,32:12,9,17,.529,1,6,.167,2,5,.400,0,1,1,4,1,0,5,2,21,-7,32:12,.547,.559,.353,.294,0.0,3.4,2.0,23.3,1.6,0.0,20.7,35.5,88,123
2,Nate Wolters,2014-03-11,31:14,5,6,.833,2,2,1.000,2,4,.500,0,3,3,3,0,0,2,3,14,-10,31:14,.902,1.000,.333,.667,0.0,10.5,6.3,14.7,0.0,0.0,20.5,14.7,131,125
3,Khris Middleton,2014-03-11,29:10,4,9,.444,1,4,.250,2,2,1.000,2,2,4,2,1,0,3,4,11,-7,29:10,.557,.500,.444,.222,11.3,7.5,9.0,10.2,1.8,0.0,23.3,20.8,96,122
4,Zaza Pachulia,2014-03-11,27:51,4,7,.571,0,0,,1,2,.500,0,6,6,10,0,0,1,2,9,-7,27:51,.571,.571,.000,.286,0.0,23.5,14.2,53.7,0.0,0.0,11.3,15.0,132,121
5,Ramon Sessions,2014-03-11,27:38,4,11,.364,1,2,.500,2,2,1.000,0,3,3,3,1,0,0,1,11,-19,27:38,.463,.409,.182,.182,0.0,11.8,7.1,16.3,1.9,0.0,0.0,20.3,106,121
6,Giannis Antetokounmpo,2014-03-11,22:00,0,5,.000,0,1,.000,4,4,1.000,1,4,5,4,0,0,2,2,4,+4,22:00,.296,.000,.200,.800,7.5,19.8,14.9,22.4,0.0,0.0,22.8,18.8,79,122
7,Jeff Adrien,2014-03-11,20:09,5,6,.833,0,0,,2,4,.500,2,5,7,0,0,2,1,2,12,-4,20:09,.773,.833,.000,.667,16.4,27.1,22.8,0.0,0.0,7.3,11.4,20.5,133,114
8,Ekpe Udoh,2014-03-11,12:22,0,1,.000,0,0,,0,0,,0,1,1,1,0,1,0,3,0,-10,12:22,.000,.000,.000,.000,0.0,8.8,5.3,10.0,0.0,6.0,0.0,3.8,55,120
9,Miroslav Raduljica,2014-03-11,3:09,1,2,.500,0,0,,3,4,.750,1,0,1,0,0,0,0,1,5,+4,3:09,.665,.500,.000,2.000,52.5,0.0,20.9,0.0,0.0,0.0,0.0,56.3,149,127
10,Tony Mitchell,2014-03-11,1:46,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,4,+6,1:46,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.4,200,128
11,Ersan Ilyasova,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,O.J. Mayo,2014-03-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Kevin Love,2014-03-11,42:19,10,22,.455,3,9,.333,4,7,.571,2,8,10,6,0,3,0,1,27,+12,42:19,.538,.523,.409,.318,5.2,31.3,15.5,22.9,0.0,5.8,0.0,27.0,124,108
1,Corey Brewer,2014-03-11,34:52,1,8,.125,0,0,,2,2,1.000,1,4,5,3,2,0,1,4,4,+2,34:52,.225,.125,.000,.250,3.1,19.0,9.4,10.4,3.0,0.0,10.1,12.9,69,108
2,Ricky Rubio,2014-03-11,32:38,3,4,.750,1,1,1.000,4,4,1.000,1,1,2,10,3,0,1,5,11,+24,32:38,.955,.875,.250,1.000,3.3,5.1,4.0,40.2,4.8,0.0,14.8,9.5,182,106
3,Kevin Martin,2014-03-11,30:55,9,18,.500,2,5,.400,6,7,.857,0,2,2,0,1,0,2,2,26,-2,30:55,.617,.556,.278,.389,0.0,10.7,4.3,0.0,1.7,0.0,8.7,34.1,113,112
4,Nikola Pekovic,2014-03-11,22:57,6,9,.667,0,0,,2,4,.500,5,3,8,1,1,0,0,5,14,+2,22:57,.651,.667,.000,.444,23.8,21.6,22.9,7.4,2.3,0.0,0.0,21.4,148,108
5,Dante Cunningham,2014-03-11,28:58,4,8,.500,0,0,,1,2,.500,1,2,3,0,1,1,2,3,9,+14,28:58,.507,.500,.000,.250,3.8,11.4,6.8,0.0,1.8,2.8,18.4,17.1,86,109
6,J.J. Barea,2014-03-11,28:03,7,10,.700,2,3,.667,3,4,.750,1,1,2,4,1,0,1,3,19,+5,28:03,.808,.800,.300,.400,3.9,5.9,4.7,23.6,1.8,0.0,7.8,20.8,154,112
7,Chase Budinger,2014-03-11,9:31,1,3,.333,0,2,.000,0,0,,0,2,2,1,0,0,0,1,2,+7,9:31,.333,.333,.667,.000,0.0,34.8,13.8,14.0,0.0,0.0,0.0,14.4,87,112
