,Starters,Date,MP_x,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP_y,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
6,Andrew Nicholson,2013-11-08,20:54,2,6,.333,0,1,.000,2,2,1.000,2,9,11,0,0,0,1,2,6,+2,20:54,.436,.333,.167,.333,9.8,35.0,23.8,0.0,0.0,0.0,12.7,15.6,94,85
7,E'Twaun Moore,2013-11-08,19:24,3,7,.429,0,1,.000,1,1,1.000,0,1,1,3,0,0,0,0,7,-5,19:24,.470,.429,.143,.143,0.0,4.2,2.3,29.0,0.0,0.0,0.0,15.9,119,103
8,Kyle O'Quinn,2013-11-08,11:55,2,6,.333,0,0,,1,2,.500,4,5,9,0,1,1,2,2,5,+6,11:55,.363,.333,.000,.333,34.3,34.1,34.2,0.0,4.2,5.0,22.5,30.9,76,73
9,Ronnie Price,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Tobias Harris,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Solomon Jones,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Doron Lamb,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Tristan Thompson,2013-11-08,35:20,5,15,.333,0,0,,3,4,.750,9,7,16,0,0,2,2,4,13,-6,35:20,.388,.333,.000,.267,23.1,25.7,24.2,0.0,0.0,4.3,10.7,23.3,91,106
1,Kyrie Irving,2013-11-08,33:38,4,17,.235,1,6,.167,1,2,.500,3,0,3,9,1,0,1,1,10,-9,33:38,.280,.265,.353,.118,8.1,0.0,4.8,52.9,1.6,0.0,5.3,24.7,87,113
2,Anderson Varejao,2013-11-08,32:10,1,7,.143,0,1,.000,0,0,,2,2,4,3,2,0,0,2,2,-8,32:10,.143,.143,.143,.000,5.6,8.1,6.6,15.7,3.4,0.0,0.0,9.6,67,107
3,Dion Waiters,2013-11-08,32:06,7,19,.368,3,6,.500,1,2,.500,0,6,6,3,1,0,0,0,18,0,32:06,.453,.447,.316,.105,0.0,24.2,10.0,23.0,1.7,0.0,0.0,27.2,105,105
4,Earl Clark,2013-11-08,16:25,2,9,.222,0,4,.000,0,0,,2,1,3,0,2,1,0,0,4,-2,16:25,.222,.222,.444,.000,11.0,7.9,9.7,0.0,6.6,4.6,0.0,24.1,63,97
5,Jarrett Jack,2013-11-08,25:09,3,10,.300,3,4,.750,4,4,1.000,1,3,4,3,2,0,3,1,13,-6,25:09,.553,.450,.400,.400,3.6,15.5,8.5,23.6,4.3,0.0,20.3,25.8,102,102
6,C.J. Miles,2013-11-08,18:15,5,7,.714,2,4,.500,1,2,.500,0,0,0,3,0,0,2,2,13,-13,18:15,.825,.857,.571,.286,0.0,0.0,0.0,46.8,0.0,0.0,20.2,23.8,123,116
7,Andrew Bynum,2013-11-08,17:46,2,3,.667,0,0,,0,0,,1,4,5,1,1,1,1,0,4,-15,17:46,.667,.667,.000,.000,5.1,29.2,15.0,11.0,3.1,4.3,25.0,9.9,104,98
8,Alonzo Gee,2013-11-08,13:15,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,1,2,-12,13:15,.500,.500,.500,.000,0.0,9.8,4.0,0.0,0.0,0.0,0.0,6.6,107,113
9,Anthony Bennett,2013-11-08,5:54,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-1,5:54,,,,,0.0,22.0,9.0,0.0,0.0,0.0,100.0,7.5,0,110
10,Sergey Karasev,2013-11-08,5:12,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-3,5:12,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.9,0,117
11,Tyler Zeller,2013-11-08,4:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,1,0,0,4:50,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,18.2,0,116
12,Matthew Dellavedova,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Evan Turner,2013-11-08,36:59,10,18,.556,0,0,,2,2,1.000,2,8,10,5,1,0,6,4,22,+18,36:59,.583,.556,.000,.111,7.0,19.6,14.4,24.0,1.5,0.0,24.1,30.8,99,87
1,Thaddeus Young,2013-11-08,36:12,8,12,.667,0,1,.000,0,1,.000,0,8,8,1,1,2,1,2,16,+12,36:12,.643,.667,.083,.083,0.0,20.0,11.8,4.5,1.5,4.1,7.4,17.0,120,84
2,Michael Carter-Williams,2013-11-08,34:18,4,13,.308,2,5,.400,1,2,.500,4,5,9,6,1,0,3,2,11,+22,34:18,.396,.385,.385,.154,15.1,13.2,14.0,24.4,1.6,0.0,17.8,22.5,95,91
3,Spencer Hawes,2013-11-08,31:58,3,6,.500,2,3,.667,2,2,1.000,2,5,7,3,0,6,0,5,10,+10,31:58,.727,.667,.500,.333,8.1,14.2,11.7,12.7,0.0,14.1,0.0,9.8,169,86
4,James Anderson,2013-11-08,31:57,5,7,.714,1,3,.333,0,0,,1,4,5,2,0,0,2,1,11,+9,31:57,.786,.786,.429,.000,4.1,11.3,8.3,9.2,0.0,0.0,22.2,12.9,122,96
5,Tony Wroten,2013-11-08,26:09,7,14,.500,2,8,.250,2,2,1.000,0,4,4,4,1,0,2,0,18,+7,26:09,.605,.571,.571,.143,0.0,13.9,8.2,27.0,2.1,0.0,11.8,29.5,119,90
6,Lavoy Allen,2013-11-08,20:15,3,10,.300,0,0,,0,0,,3,1,4,0,0,0,2,0,6,+10,20:15,.300,.300,.000,.000,19.2,4.5,10.5,0.0,0.0,0.0,16.7,27.1,67,101
7,Darius Morris,2013-11-08,12:29,0,3,.000,0,1,.000,0,0,,0,0,0,4,0,0,1,2,0,-1,12:29,.000,.000,.333,.000,0.0,0.0,0.0,38.5,0.0,0.0,25.0,14.7,55,104
8,Brandon Davies,2013-11-08,7:36,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,0,2,0,-2,7:36,.000,.000,.000,.000,0.0,0.0,0.0,0.0,7.2,0.0,0.0,6.0,0,87
9,Hollis Thompson,2013-11-08,2:07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-10,2:07,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,104
10,Daniel Orton,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Kwame Brown,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Ty Lawson,2013-11-08,41:00,10,21,.476,2,6,.333,7,8,.875,1,1,2,4,3,0,4,2,29,-8,41:00,.591,.524,.286,.381,2.7,2.9,2.8,19.3,3.4,0.0,14.0,29.7,108,111
1,Jordan Hamilton,2013-11-08,32:13,8,12,.667,3,7,.429,0,0,,2,7,9,0,2,0,5,0,19,+2,32:13,.792,.792,.583,.000,6.8,25.4,15.8,0.0,2.9,0.0,29.4,22.6,103,107
2,Randy Foye,2013-11-08,29:49,3,10,.300,1,5,.200,4,6,.667,0,2,2,4,1,0,1,4,11,-3,29:49,.435,.350,.500,.600,0.0,7.9,3.8,20.7,1.6,0.0,7.3,19.5,96,113
3,Kenneth Faried,2013-11-08,20:08,1,4,.250,0,0,,1,1,1.000,1,4,5,1,0,0,0,2,3,-19,20:08,.338,.250,.000,.250,5.4,23.3,14.0,7.1,0.0,0.0,0.0,9.4,93,113
4,JaVale McGee,2013-11-08,12:25,1,4,.250,0,0,,0,0,,2,1,3,1,0,0,2,3,2,-9,12:25,.250,.250,.000,.000,17.6,9.4,13.6,12.0,0.0,0.0,33.3,20.7,60,116
5,Anthony Randolph,2013-11-08,31:42,4,9,.444,1,3,.333,5,5,1.000,0,7,7,2,2,1,3,3,14,+4,31:42,.625,.500,.333,.556,0.0,25.9,12.5,10.1,2.9,2.4,21.1,19.1,104,104
6,Darrell Arthur,2013-11-08,26:08,3,6,.500,0,0,,0,0,,0,1,1,0,1,1,2,4,6,+11,26:08,.500,.500,.000,.000,0.0,4.5,2.2,0.0,1.8,2.9,25.0,13.1,71,112
7,J.J. Hickson,2013-11-08,14:08,1,2,.500,0,0,,2,4,.500,0,4,4,0,1,0,2,2,4,-5,14:08,.532,.500,.000,2.000,0.0,33.1,16.0,0.0,3.3,0.0,34.7,17.4,68,103
8,Andre Miller,2013-11-08,13:35,1,5,.200,0,0,,4,4,1.000,0,1,1,4,0,0,0,1,6,-17,13:35,.444,.200,.000,.800,0.0,8.6,4.2,43.5,0.0,0.0,0.0,21.3,116,117
9,Nate Robinson,2013-11-08,7:00,2,3,.667,0,0,,0,0,,0,0,0,1,1,0,1,1,4,-3,7:00,.667,.667,.000,.000,0.0,0.0,0.0,30.8,6.6,0.0,25.0,24.4,102,104
10,Evan Fournier,2013-11-08,6:55,2,2,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,2,5,+2,6:55,1.250,1.250,.500,.000,0.0,16.9,8.2,0.0,0.0,0.0,0.0,12.4,250,114
11,Timofey Mozgov,2013-11-08,4:57,0,2,.000,0,0,,0,0,,1,1,2,0,0,0,0,2,0,-10,4:57,.000,.000,.000,.000,22.0,23.7,22.8,0.0,0.0,0.0,0.0,17.3,37,112
12,Quincy Miller,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Eric Bledsoe,2013-11-08,35:34,6,11,.545,1,1,1.000,4,4,1.000,0,2,2,9,3,0,3,3,17,+4,35:34,.666,.591,.091,.364,0.0,6.1,3.2,38.1,3.9,0.0,19.0,18.2,128,98
1,Miles Plumlee,2013-11-08,31:13,7,13,.538,0,0,,4,8,.500,3,8,11,0,0,2,2,4,18,+9,31:13,.545,.538,.000,.615,11.3,28.0,19.9,0.0,0.0,5.3,10.8,24.3,106,98
2,Channing Frye,2013-11-08,30:28,2,10,.200,1,4,.250,2,2,1.000,2,7,9,0,1,0,1,2,7,+8,30:28,.322,.250,.400,.200,7.7,25.1,16.7,0.0,1.5,0.0,8.4,16.0,77,100
3,Gerald Green,2013-11-08,30:03,5,12,.417,1,3,.333,1,2,.500,2,3,5,0,2,1,1,3,12,+15,30:03,.466,.458,.250,.167,7.8,10.9,9.4,0.0,3.1,2.8,7.2,18.9,98,97
4,P.J. Tucker,2013-11-08,23:20,2,7,.286,1,2,.500,4,5,.800,1,1,2,2,0,0,1,1,9,+3,23:20,.489,.357,.286,.714,5.0,4.7,4.8,11.5,0.0,0.0,9.8,17.9,109,107
5,Markieff Morris,2013-11-08,34:19,10,13,.769,1,1,1.000,7,8,.875,1,9,10,2,3,0,4,2,28,+5,34:19,.847,.808,.077,.615,3.4,28.6,16.5,10.8,4.1,0.0,19.5,24.5,136,94
6,Marcus Morris,2013-11-08,25:40,3,8,.375,3,6,.500,2,2,1.000,2,6,8,3,2,0,5,3,11,+10,25:40,.619,.563,.750,.250,9.1,25.5,17.6,16.3,3.6,0.0,36.0,22.2,92,95
7,Ish Smith,2013-11-08,12:27,3,3,1.000,1,1,1.000,1,1,1.000,0,0,0,4,0,0,3,2,8,+7,12:27,1.163,1.167,.333,.333,0.0,0.0,0.0,54.2,0.0,0.0,46.6,21.2,128,108
8,Dionte Christmas,2013-11-08,10:54,1,4,.250,0,2,.000,0,0,,0,0,0,1,0,0,0,2,2,+4,10:54,.250,.250,.500,.000,0.0,0.0,0.0,12.4,0.0,0.0,0.0,15.0,71,108
9,Archie Goodwin,2013-11-08,6:02,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,0,0,2,-10,6:02,.500,.500,.000,.000,0.0,18.1,9.4,0.0,0.0,0.0,0.0,13.6,105,105
10,Goran Dragic,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Alex Len,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Viacheslav Kravtsov,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Marcus Thornton,2013-11-08,40:21,2,11,.182,1,6,.167,0,0,,0,6,6,1,2,0,1,3,5,-4,40:21,.227,.227,.545,.000,0.0,21.0,9.2,3.5,2.6,0.0,8.3,13.8,48,112
1,DeMarcus Cousins,2013-11-08,36:56,13,25,.520,0,2,.000,9,10,.900,1,8,9,1,4,1,3,4,35,-10,36:56,.595,.520,.080,.400,3.0,30.6,15.0,6.8,5.7,2.3,9.3,40.6,110,101
2,Greivis Vasquez,2013-11-08,32:22,5,10,.500,1,4,.250,1,2,.500,1,1,2,6,2,0,1,3,12,-10,32:22,.551,.550,.400,.200,3.4,4.4,3.8,31.1,3.2,0.0,8.4,17.0,117,115
3,Patrick Patterson,2013-11-08,30:34,4,8,.500,2,4,.500,0,0,,2,2,4,1,2,0,1,2,10,-7,30:34,.625,.625,.500,.000,7.1,9.2,8.1,5.3,3.4,0.0,11.1,13.6,116,114
4,John Salmons,2013-11-08,24:09,1,6,.167,0,1,.000,0,0,,1,1,2,3,0,0,0,0,2,-9,24:09,.167,.167,.167,.000,4.5,5.8,5.1,17.5,0.0,0.0,0.0,11.5,67,123
5,Isaiah Thomas,2013-11-08,28:32,5,15,.333,0,3,.000,3,3,1.000,1,1,2,7,1,0,4,3,13,-3,28:32,.398,.333,.200,.200,3.8,4.9,4.3,42.7,1.8,0.0,19.7,33.0,81,118
6,Travis Outlaw,2013-11-08,20:12,4,7,.571,2,2,1.000,0,0,,0,2,2,0,0,0,0,0,10,0,20:12,.714,.714,.286,.000,0.0,14.0,6.1,0.0,0.0,0.0,0.0,16.1,135,120
7,Jason Thompson,2013-11-08,12:49,2,2,1.000,0,0,,0,0,,0,2,2,0,0,0,1,5,4,-3,12:49,1.000,1.000,.000,.000,0.0,22.0,9.6,0.0,0.0,0.0,33.3,10.8,111,118
8,Chuck Hayes,2013-11-08,7:04,0,2,.000,0,0,,0,0,,2,0,2,1,0,0,0,0,0,-8,7:04,.000,.000,.000,.000,30.9,0.0,17.4,18.9,0.0,0.0,0.0,13.1,74,124
9,Ben McLemore,2013-11-08,7:01,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,4,0,-11,7:01,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,124
10,Jimmer Fredette,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Ray McCallum,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Luc Mbah a Moute,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Damian Lillard,2013-11-08,37:23,5,13,.385,4,9,.444,8,8,1.000,0,8,8,7,1,0,3,0,22,+13,37:23,.666,.538,.692,.615,0.0,23.3,13.2,27.6,1.4,0.0,15.4,23.9,132,98
1,LaMarcus Aldridge,2013-11-08,35:56,10,20,.500,0,0,,0,0,,1,6,7,1,0,1,2,1,20,+10,35:56,.500,.500,.000,.000,3.9,18.2,12.0,5.2,0.0,2.1,9.1,28.0,97,100
2,Nicolas Batum,2013-11-08,33:48,5,10,.500,3,6,.500,1,2,.500,3,4,7,8,0,0,2,2,14,+14,33:48,.643,.650,.600,.200,12.5,12.9,12.7,35.6,0.0,0.0,15.5,17.4,135,104
3,Wesley Matthews,2013-11-08,33:27,7,11,.636,2,3,.667,2,2,1.000,0,7,7,3,2,0,5,3,18,+8,33:27,.758,.727,.273,.182,0.0,22.8,12.9,14.9,3.1,0.0,29.6,23.1,104,94
4,Robin Lopez,2013-11-08,31:25,4,8,.500,0,0,,3,4,.750,3,1,4,1,0,1,1,4,11,+3,31:25,.564,.500,.000,.500,13.5,3.5,7.8,4.6,0.0,2.4,9.3,15.7,122,104
5,Mo Williams,2013-11-08,25:02,1,6,.167,0,2,.000,0,0,,1,1,2,6,0,1,1,1,2,+3,25:02,.167,.167,.333,.000,5.6,4.4,4.9,31.0,0.0,3.0,14.3,12.8,86,103
6,Joel Freeland,2013-11-08,16:35,2,4,.500,0,0,,0,0,,2,2,4,2,1,2,0,3,4,+10,16:35,.500,.500,.000,.000,17.0,13.2,14.8,17.4,3.2,9.0,0.0,11.0,140,88
7,Dorell Wright,2013-11-08,14:20,1,3,.333,1,3,.333,0,0,,0,4,4,0,0,0,1,1,3,+1,14:20,.500,.500,1.000,.000,0.0,30.4,17.2,0.0,0.0,0.0,25.0,12.8,73,99
8,Thomas Robinson,2013-11-08,12:04,4,5,.800,0,0,,2,2,1.000,1,3,4,0,0,0,2,3,10,+3,12:04,.850,.800,.000,.400,11.7,27.1,20.4,0.0,0.0,0.0,25.4,29.9,119,100
9,Earl Watson,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Allen Crabbe,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Meyers Leonard,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Will Barton,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Andre Iguodala,2013-11-08,44:03,4,7,.571,0,2,.000,1,2,.500,0,6,6,2,4,0,6,0,9,+3,44:03,.571,.571,.286,.286,0.0,13.1,7.5,8.8,5.0,0.0,43.2,16.0,65,83
1,Klay Thompson,2013-11-08,39:27,5,16,.313,1,5,.200,0,0,,0,1,1,2,3,1,3,4,11,-1,39:27,.344,.344,.313,.000,0.0,2.4,1.4,10.6,4.2,2.0,15.8,24.5,63,86
2,David Lee,2013-11-08,36:06,5,13,.385,0,0,,3,4,.750,1,9,10,3,0,0,3,3,13,+3,36:06,.440,.385,.000,.308,3.6,23.9,15.3,17.8,0.0,0.0,16.9,25.0,83,89
3,Andrew Bogut,2013-11-08,32:14,3,7,.429,0,0,,0,0,,4,9,13,5,0,0,3,5,6,-3,32:14,.429,.429,.000,.000,16.1,26.8,22.3,30.4,0.0,0.0,30.0,15.8,91,87
4,Harrison Barnes,2013-11-08,21:10,2,6,.333,1,3,.333,0,0,,0,2,2,1,0,0,0,2,5,-10,21:10,.417,.417,.500,.000,0.0,9.1,5.2,9.3,0.0,0.0,0.0,14.4,90,94
5,Toney Douglas,2013-11-08,27:48,8,14,.571,5,9,.556,0,0,,0,2,2,1,0,0,0,2,21,+2,27:48,.750,.750,.643,.000,0.0,6.9,4.0,11.4,0.0,0.0,0.0,25.6,140,95
6,Jermaine O'Neal,2013-11-08,15:47,0,4,.000,0,0,,2,2,1.000,1,6,7,1,0,1,2,2,2,+1,15:47,.205,.000,.000,.500,8.2,36.5,24.5,10.5,0.0,5.1,29.1,22.2,46,80
7,Draymond Green,2013-11-08,14:59,2,2,1.000,1,1,1.000,0,0,,0,2,2,1,0,2,0,0,5,-1,14:59,1.250,1.250,.500,.000,0.0,12.8,7.4,14.2,0.0,10.7,0.0,6.8,246,85
8,Marreese Speights,2013-11-08,8:26,0,2,.000,0,0,,2,2,1.000,0,2,2,0,0,0,2,2,2,-4,8:26,.347,.000,.000,1.000,0.0,22.8,13.1,0.0,0.0,0.0,41.0,29.4,43,87
9,Nemanja Nedovic,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Kent Bazemore,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Ognjen Kuzmic,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Stephen Curry,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Tony Parker,2013-11-08,33:28,7,14,.500,0,1,.000,4,10,.400,0,5,5,4,1,0,2,1,18,+2,33:28,.489,.500,.071,.714,0.0,19.4,8.2,27.4,1.7,0.0,9.8,29.6,94,87
1,Tim Duncan,2013-11-08,32:07,3,11,.273,0,0,,2,2,1.000,1,3,4,5,1,2,3,2,8,+3,32:07,.337,.273,.000,.182,3.0,12.1,6.9,28.2,1.7,5.9,20.2,22.5,71,83
2,Kawhi Leonard,2013-11-08,30:52,6,8,.750,1,2,.500,0,1,.000,2,5,7,2,4,0,0,1,13,0,30:52,.770,.813,.250,.125,6.2,21.0,12.5,14.4,7.2,0.0,0.0,13.3,155,74
3,Danny Green,2013-11-08,28:20,1,6,.167,1,5,.200,0,0,,1,5,6,1,0,0,0,0,3,+14,28:20,.250,.250,.833,.000,3.4,22.9,11.7,5.8,0.0,0.0,0.0,10.3,68,90
4,Tiago Splitter,2013-11-08,25:34,2,5,.400,0,0,,0,0,,5,3,8,1,1,0,1,2,4,+7,25:34,.400,.400,.000,.000,18.8,15.2,17.3,6.9,2.2,0.0,16.7,11.4,99,87
5,Manu Ginobili,2013-11-08,21:53,3,11,.273,0,5,.000,0,0,,1,2,3,2,0,1,2,2,6,-4,21:53,.273,.273,.455,.000,4.4,11.9,7.6,18.0,0.0,4.3,15.4,28.8,57,89
6,Marco Belinelli,2013-11-08,18:52,1,4,.250,1,3,.333,0,0,,0,2,2,0,1,0,0,1,3,-1,18:52,.375,.375,.750,.000,0.0,13.8,5.8,0.0,2.9,0.0,0.0,10.3,78,85
7,Aron Baynes,2013-11-08,15:53,2,7,.286,0,0,,1,2,.500,1,5,6,0,0,0,2,5,5,-1,15:53,.317,.286,.000,.286,6.0,40.8,20.8,0.0,0.0,0.0,20.2,30.2,56,86
8,Boris Diaw,2013-11-08,15:30,4,8,.500,0,1,.000,0,1,.000,0,0,0,1,0,0,0,3,8,-9,15:30,.474,.500,.125,.125,0.0,0.0,0.0,16.6,0.0,0.0,0.0,26.4,96,95
9,Patrick Mills,2013-11-08,11:02,2,4,.500,2,2,1.000,0,0,,0,0,0,1,1,0,0,0,6,-5,11:02,.750,.750,.500,.000,0.0,0.0,0.0,19.5,5.0,0.0,0.0,17.6,147,84
10,Jeff Ayres,2013-11-08,6:29,0,1,.000,0,0,,2,2,1.000,0,1,1,2,0,0,2,1,2,+4,6:29,.532,.000,.000,2.000,0.0,20.0,8.5,47.8,0.0,0.0,51.5,29.0,69,91
11,Nando De Colo,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Cory Joseph,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Brook Lopez,2013-11-08,37:11,10,14,.714,0,0,,3,5,.600,3,2,5,0,0,1,1,3,23,-11,37:11,.710,.714,.000,.357,10.7,6.1,8.2,0.0,0.0,2.2,5.8,20.1,137,110
1,Joe Johnson,2013-11-08,34:19,7,15,.467,2,5,.400,0,0,,2,5,7,4,1,0,1,1,16,-16,34:19,.533,.533,.333,.000,7.7,16.4,12.4,20.5,1.4,0.0,6.3,20.3,116,107
2,Deron Williams,2013-11-08,30:44,5,14,.357,2,6,.333,2,3,.667,0,3,3,3,0,0,6,4,14,-5,30:44,.457,.429,.429,.214,0.0,11.0,5.9,16.0,0.0,0.0,28.1,30.2,73,111
3,Paul Pierce,2013-11-08,26:32,1,5,.200,0,3,.000,2,3,.667,0,8,8,3,2,0,3,3,4,0,26:32,.316,.200,.600,.600,0.0,34.0,18.4,15.4,3.7,0.0,32.2,15.3,61,99
4,Kevin Garnett,2013-11-08,23:57,2,11,.182,0,1,.000,0,1,.000,0,6,6,2,2,1,0,5,4,-19,23:57,.175,.182,.091,.091,0.0,28.3,15.3,12.1,4.1,3.5,0.0,20.8,52,96
5,Andray Blatche,2013-11-08,27:03,4,5,.800,0,0,,2,4,.500,3,10,13,3,2,0,4,5,10,+10,27:03,.740,.800,.000,.800,14.7,41.7,29.3,17.7,3.7,0.0,37.2,17.3,103,98
6,Shaun Livingston,2013-11-08,22:16,5,7,.714,0,0,,2,2,1.000,1,2,3,2,0,1,1,1,12,+1,22:16,.761,.714,.000,.286,6.0,10.1,8.2,16.4,0.0,3.7,11.3,17.4,143,108
7,Jason Terry,2013-11-08,20:52,4,9,.444,2,6,.333,1,1,1.000,0,2,2,2,0,0,1,0,11,+8,20:52,.583,.556,.667,.111,0.0,10.8,5.8,16.5,0.0,0.0,9.6,21.8,115,111
8,Alan Anderson,2013-11-08,15:10,3,6,.500,0,3,.000,0,0,,0,0,0,2,2,0,1,3,6,+7,15:10,.500,.500,.500,.000,0.0,0.0,0.0,22.9,6.5,0.0,14.3,20.1,98,98
9,Reggie Evans,2013-11-08,14:09,0,0,,0,0,,2,2,1.000,2,0,2,0,0,0,3,2,2,+6,14:09,1.136,,,,18.7,0.0,8.6,0.0,0.0,0.0,77.3,11.9,71,113
10,Andrei Kirilenko,2013-11-08,12:47,0,2,.000,0,0,,6,8,.750,0,2,2,2,2,0,0,0,6,-1,12:47,.543,.000,.000,4.000,0.0,17.6,9.5,20.2,7.8,0.0,0.0,18.8,136,93
11,Mirza Teletovic,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Mason Plumlee,2013-11-08,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Bradley Beal,2013-11-08,46:27,11,20,.550,3,6,.500,4,4,1.000,0,3,3,2,0,0,2,0,29,+18,46:27,.666,.625,.300,.200,0.0,8.6,3.9,8.0,0.0,0.0,8.4,23.5,118,108
1,Trevor Ariza,2013-11-08,43:36,2,8,.250,1,5,.200,0,0,,0,1,1,3,3,0,3,1,5,+5,43:36,.313,.313,.625,.000,0.0,3.0,1.4,9.5,3.4,0.0,27.3,11.6,57,102
2,John Wall,2013-11-08,42:43,4,14,.286,1,4,.250,8,8,1.000,0,6,6,14,4,0,4,1,17,+17,42:43,.485,.321,.286,.571,0.0,18.6,8.6,48.2,4.6,0.0,18.6,23.1,106,96
3,Marcin Gortat,2013-11-08,35:24,6,11,.545,0,0,,3,5,.600,2,10,12,1,1,2,0,3,15,+20,35:24,.568,.545,.000,.455,6.4,37.4,20.7,4.7,1.4,4.7,0.0,17.1,121,95
4,Nene Hilario,2013-11-08,34:32,8,12,.667,0,0,,4,7,.571,2,6,8,3,1,1,2,4,20,+6,34:32,.663,.667,.000,.583,6.5,23.0,14.1,16.0,1.4,2.4,11.7,22.7,122,99
5,Al Harrington,2013-11-08,24:54,5,11,.455,4,6,.667,1,2,.500,0,2,2,1,0,0,2,2,15,-11,24:54,.631,.636,.545,.182,0.0,10.6,4.9,7.0,0.0,0.0,14.4,25.6,98,107
6,Martell Webster,2013-11-08,15:57,0,1,.000,0,1,.000,0,0,,0,0,0,2,0,0,0,4,0,-15,15:57,.000,.000,1.000,.000,0.0,0.0,0.0,16.2,0.0,0.0,0.0,2.9,84,109
7,Kevin Seraphin,2013-11-08,11:03,3,5,.600,0,0,,0,0,,2,1,3,0,0,1,2,3,6,-5,11:03,.600,.600,.000,.000,20.4,12.0,16.5,0.0,0.0,7.5,28.6,29.1,88,101
8,Eric Maynor,2013-11-08,10:17,2,6,.333,1,2,.500,0,0,,1,0,1,2,1,0,1,0,5,-13,10:17,.417,.417,.333,.000,11.0,0.0,5.9,33.6,4.8,0.0,14.3,31.3,88,100
9,Garrett Temple,2013-11-08,0:07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-2,0:07,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,58
